Alpha Score,Threshold,Precision,Recall,F2-score
0.0,0.96,0.6720183486238532,0.6605504587155964,0.6628126178207867
0.0,0.97,0.6819571865443426,0.6422018348623854,0.6497777185767328
0.0,0.98,0.691131498470948,0.6376146788990825,0.6476445727244614
0.0,0.99,0.6865443425076452,0.6100917431192661,0.6239890493406616
0.0,1.0,0.6880733944954128,0.6055045871559633,0.6203940442171756
0.01,0.0,0.0015369336990447347,1.0,0.007637713855987958
0.01,0.01,0.0015402804968559624,1.0,0.007654243754785104
0.01,0.02,0.0015418478730161449,1.0,0.007661984904567964
0.01,0.03,0.001543853726086924,1.0,0.007671891517214676
0.01,0.04,0.0015464741188879773,1.0,0.00768483301298963
0.01,0.05,0.0015500563064113847,1.0,0.007702524147536227
0.01,0.06,0.001555316136529971,1.0,0.007728499641833416
0.01,0.07,0.0015620421954877638,1.0,0.0077617144753594595
0.01,0.08,0.0015698249539201489,1.0,0.007800145318539756
0.01,0.09,0.0015804623603666375,1.0,0.007852668414403569
0.01,0.1,0.0015934188621221505,1.0,0.007916636240569618
0.01,0.11,0.0016093122489919667,1.0,0.00799509482880047
0.01,0.12,0.0016293100223483117,1.0,0.008093800868247451
0.01,0.13,0.0016523710448502324,1.0,0.008207607174480694
0.01,0.14,0.001681653898912382,1.0,0.008352088207767302
0.01,0.15,0.001716157851731301,1.0,0.008522286900341592
0.01,0.16,0.0017574240859791529,1.0,0.008725780840225413
0.01,0.17,0.0018059651178516435,1.0,0.00896506322341493
0.01,0.18,0.0018609773322213563,1.0,0.009236133719151954
0.01,0.19,0.0019266215935008963,1.0,0.009559438286605628
0.01,0.2,0.0020043001537182626,1.0,0.009941795400394329
0.01,0.21,0.002095344539757793,1.0,0.01038964317044011
0.01,0.22,0.002202526091974376,1.0,0.010916455348920398
0.01,0.23,0.0023233045143527596,1.0,0.01150956170509314
0.01,0.24,0.0024626669993704684,1.0,0.012193223599356024
0.01,0.25,0.0026225986662817015,1.0,0.012976860938647625
0.01,0.26,0.0028101513595192307,1.0,0.013894573380495595
0.01,0.27,0.0030278747661135336,1.0,0.014958207514252883
0.01,0.28,0.0032793667701002953,1.0,0.016184533761671113
0.01,0.29,0.003570845709675764,1.0,0.017602801002624825
0.01,0.3,0.0038985871771785563,1.0,0.019193623823012835
0.01,0.31,0.004286394042852692,1.0,0.02107070090687954
0.01,0.32,0.00470314453044886,1.0,0.023081500127919586
0.01,0.33,0.005225344781639038,1.0,0.025591819584520697
0.01,0.34,0.005822407321353852,1.0,0.028449459247523894
0.01,0.35000000000000003,0.006428812272856196,1.0,0.0313381919521564
0.01,0.36,0.0071616112999443515,1.0,0.03481084940974771
0.01,0.37,0.008037441251252539,1.0,0.03893544097843942
0.01,0.38,0.009045800421328068,1.0,0.04364961913402678
0.01,0.39,0.010303717549836408,1.0,0.04947930463125115
0.01,0.4,0.011588388979808083,1.0,0.05537511156841994
0.01,0.41000000000000003,0.013257845307231031,1.0,0.0629508557083962
0.01,0.42,0.014793922855810807,1.0,0.06983696366715048
0.01,0.43,0.016749562889713344,1.0,0.07848917683437025
0.01,0.44,0.019044540709281216,1.0,0.0884822855867757
0.01,0.45,0.02162470427119493,1.0,0.0995155444771531
0.01,0.46,0.024331484903525654,1.0,0.11086717275672132
0.01,0.47000000000000003,0.02714175714976057,1.0,0.12241820498694209
0.01,0.48,0.0305824954780581,1.0,0.13624556044538466
0.01,0.49,0.03408351788838965,1.0,0.14997138051925074
0.01,0.5,0.03759647097832349,1.0,0.16340808551314417
0.01,0.51,0.04198373078144336,1.0,0.1797348891198546
0.01,0.52,0.04738014082242304,1.0,0.1991564596890631
0.01,0.53,0.05281108116212871,1.0,0.21800342048023094
0.01,0.54,0.05844060235034814,1.0,0.23683896471891558
0.01,0.55,0.06482466702452225,0.9908256880733946,0.2568942241290527
0.01,0.56,0.07338722853161855,0.9908256880733946,0.28307143056666023
0.01,0.5700000000000001,0.08415145037987302,0.981651376146789,0.3133204524491608
0.01,0.58,0.0932260711687532,0.981651376146789,0.33780635119875063
0.01,0.59,0.10046094020832796,0.981651376146789,0.35640754191506735
0.01,0.6,0.11031962051388496,0.981651376146789,0.3805367027376271
0.01,0.61,0.12165018623022382,0.9770642201834863,0.4060356952512455
0.01,0.62,0.13466857236401117,0.9770642201834863,0.4340453277503583
0.01,0.63,0.14241292164242736,0.9587155963302753,0.4466645243756215
0.01,0.64,0.15799195823968182,0.9541284403669725,0.4752064021614297
0.01,0.65,0.17496538991878222,0.9541284403669725,0.5046567832851394
0.01,0.66,0.18585033250880645,0.9357798165137615,0.5178565469590293
0.01,0.67,0.21081385912582892,0.9357798165137615,0.5544447589691256
0.01,0.68,0.22338148566036048,0.9357798165137615,0.5713530518822588
0.01,0.6900000000000001,0.23484036135676545,0.9311926605504587,0.5845370101768806
0.01,0.7000000000000001,0.24220653101837483,0.9174311926605505,0.5890177990325912
0.01,0.71,0.25187997996877703,0.9036697247706422,0.5954833232047193
0.01,0.72,0.26536213603078074,0.9036697247706422,0.6101407030490769
0.01,0.73,0.30343544407812456,0.8944954128440367,0.6437169741104088
0.01,0.74,0.32467716872311425,0.8944954128440367,0.6620957887638871
0.01,0.75,0.3515570275562986,0.8944954128440367,0.6834070790102733
0.01,0.76,0.36121992212769616,0.8807339449541285,0.6839886093580315
0.01,0.77,0.37016841466382744,0.8761467889908257,0.6880495886257522
0.01,0.78,0.38409667829385497,0.8761467889908257,0.6974516023239323
0.01,0.79,0.4126841468179838,0.8623853211009175,0.7080690142431484
0.01,0.8,0.43039298352304306,0.8532110091743119,0.7131009485160174
0.01,0.81,0.4549472391552804,0.8532110091743119,0.726086790138123
0.01,0.8200000000000001,0.46864328332218247,0.8532110091743119,0.7329238455522324
0.01,0.8300000000000001,0.5043863628726016,0.8348623853211009,0.7381363853318447
0.01,0.84,0.5189636561196196,0.8256880733944955,0.73840392164019
0.01,0.85,0.5385136779632195,0.8256880733944955,0.7461119185445411
0.01,0.86,0.5477249559818368,0.7935779816513762,0.728205222795867
0.01,0.87,0.570336391437309,0.7889908256880734,0.7328027340180562
0.01,0.88,0.592008883063929,0.7889908256880734,0.7397619223038491
0.01,0.89,0.6088939857288483,0.7614678899082569,0.725128028791011
0.01,0.9,0.619837629241299,0.7614678899082569,0.7281902167413518
0.01,0.91,0.6255570117955439,0.7431192660550459,0.7161998741783243
0.01,0.92,0.6249235474006117,0.7110091743119266,0.6919455413403286
0.01,0.93,0.6276758409785933,0.7064220183486238,0.689130794990756
0.01,0.9400000000000001,0.6444954128440367,0.6972477064220184,0.6860175262765658
0.01,0.9500000000000001,0.6470948012232416,0.6880733944954128,0.6794676604220149
0.01,0.96,0.6781345565749235,0.6651376146788991,0.6676969943641733
0.01,0.97,0.6850152905198776,0.6513761467889908,0.6578370463513703
0.01,0.98,0.6926605504587156,0.6422018348623854,0.6516967544638453
0.01,0.99,0.691131498470948,0.6192660550458715,0.632418113151229
0.01,1.0,0.6880733944954128,0.6055045871559633,0.6203940442171756
0.02,0.0,0.0015369336990447347,1.0,0.007637713855987958
0.02,0.01,0.0015401418530754413,1.0,0.007653558999218492
0.02,0.02,0.001541893717731887,1.0,0.007662211326625603
0.02,0.03,0.0015438677657442076,1.0,0.007671960856455704
0.02,0.04,0.001546519302078343,1.0,0.00768505615963797
0.02,0.05,0.0015502427472951132,1.0,0.007703444898145417
0.02,0.06,0.0015553170526551962,1.0,0.007728504165992442
0.02,0.07,0.001562321047980404,1.0,0.007763091475066444
0.02,0.08,0.0015699175624082481,1.0,0.007800602599965031
0.02,0.09,0.0015805263365602181,1.0,0.007852984288844641
0.02,0.1,0.001593717738120647,1.0,0.007918111750009588
0.02,0.11,0.0016097968676712037,1.0,0.007997487020138975
0.02,0.12,0.0016300968544834171,1.0,0.008097684234023161
0.02,0.13,0.0016540460104625264,1.0,0.008215872328920152
0.02,0.14,0.001683719236266171,1.0,0.008362277272917247
0.02,0.15,0.001718181251861949,1.0,0.008532266339071008
0.02,0.16,0.0017605676068940643,1.0,0.008741279579786414
0.02,0.17,0.0018096754521139033,1.0,0.008983349472496965
0.02,0.18,0.0018665387760252738,1.0,0.009263530921455149
0.02,0.19,0.0019338483256781714,1.0,0.009595020372065392
0.02,0.2,0.0020118169406833086,1.0,0.009978782766547983
0.02,0.21,0.002103915291982883,1.0,0.010431786082864682
0.02,0.22,0.0022161602331173696,1.0,0.010983436940901335
0.02,0.23,0.002338250884300836,1.0,0.011582919335983585
0.02,0.24,0.0024797511096761745,1.0,0.012276980127997376
0.02,0.25,0.0026447009511839366,1.0,0.013085080259089556
0.02,0.26,0.0028377937860110405,1.0,0.014029715175872814
0.02,0.27,0.003059617125327588,1.0,0.015113124132980068
0.02,0.28,0.0033189296457298827,1.0,0.016377228748614706
0.02,0.29,0.0036107741163246966,1.0,0.017796829259847057
0.02,0.3,0.003951249270693258,1.0,0.019448857221812277
0.02,0.31,0.004345901105243848,1.0,0.021358222632834913
0.02,0.32,0.004777288036952547,1.0,0.023438549378563798
0.02,0.33,0.005303645050179499,1.0,0.025967339053938478
0.02,0.34,0.005916394112749912,1.0,0.028898080822751564
0.02,0.35000000000000003,0.006572847572130221,1.0,0.03202232637985202
0.02,0.36,0.007304009274515585,1.0,0.03548336311931986
0.02,0.37,0.008233044088473748,1.0,0.039852781610188744
0.02,0.38,0.009276787366106713,1.0,0.04472434391613896
0.02,0.39,0.010547768582018448,1.0,0.05060381364721845
0.02,0.4,0.012030502016725425,1.0,0.05739075185967051
0.02,0.41000000000000003,0.013547846204134217,1.0,0.06425705236858854
0.02,0.42,0.015191743703809614,1.0,0.07160735611351245
0.02,0.43,0.0172798461984001,1.0,0.0808134547187921
0.02,0.44,0.019529326589117036,1.0,0.09057143630834115
0.02,0.45,0.022312326547010833,1.0,0.10242065989968567
0.02,0.46,0.024834822266555395,1.0,0.11295340079972073
0.02,0.47000000000000003,0.027767101550431675,1.0,0.12495675961732931
0.02,0.48,0.03128439744532685,1.0,0.13902476341319103
0.02,0.49,0.03508141128400731,1.0,0.1538218991813626
0.02,0.5,0.03854887846073283,1.0,0.16699457760142858
0.02,0.51,0.04275069461926287,1.0,0.1825388265724797
0.02,0.52,0.047987527948906546,1.0,0.20129839107366337
0.02,0.53,0.053645509758345485,1.0,0.22083938356703742
0.02,0.54,0.06023941719564835,1.0,0.24271342492586606
0.02,0.55,0.0667442439742378,0.9908256880733946,0.2628866727470686
0.02,0.56,0.0758153981723556,0.9908256880733946,0.29024257164633527
0.02,0.5700000000000001,0.08592408101232732,0.981651376146789,0.31820892116619376
0.02,0.58,0.09409846445747769,0.981651376146789,0.34009134901013
0.02,0.59,0.10111410555721347,0.981651376146789,0.35804863440062185
0.02,0.6,0.11273000610497058,0.981651376146789,0.3862340319728802
0.02,0.61,0.12291070156682589,0.9770642201834863,0.4088345960623744
0.02,0.62,0.1364415078239481,0.9770642201834863,0.43771167309411335
0.02,0.63,0.14328252569026867,0.9587155963302753,0.44837150420024835
0.02,0.64,0.1631889767649645,0.9541284403669725,0.4844880222250334
0.02,0.65,0.18294940929466394,0.9541284403669725,0.5176894671755036
0.02,0.66,0.1990131723232354,0.944954128440367,0.540084957983383
0.02,0.67,0.21413146286617762,0.9357798165137615,0.5590003552707112
0.02,0.68,0.22555632660981442,0.9357798165137615,0.5741851730786643
0.02,0.6900000000000001,0.23669611716886804,0.9357798165137615,0.5882812364931767
0.02,0.7000000000000001,0.24356733933156785,0.9174311926605505,0.5906227458084579
0.02,0.71,0.2535607154506032,0.9036697247706422,0.597355540466301
0.02,0.72,0.26824002788172846,0.9036697247706422,0.6131658738451338
0.02,0.73,0.3034239158834409,0.9036697247706422,0.6474910000649343
0.02,0.74,0.3263629775684454,0.8944954128440367,0.6634935829812624
0.02,0.75,0.3487358351272187,0.8807339449541285,0.6748397274527816
0.02,0.76,0.36156644024823653,0.8807339449541285,0.684236952134134
0.02,0.77,0.37171882210773305,0.8761467889908257,0.689118090577649
0.02,0.78,0.3948764948076164,0.8761467889908257,0.7044354508317613
0.02,0.79,0.4211885883499484,0.8623853211009175,0.7130093014616719
0.02,0.8,0.4323521863996771,0.8532110091743119,0.7141733594251262
0.02,0.81,0.456637441229994,0.8532110091743119,0.7269456584054584
0.02,0.8200000000000001,0.4801260665939566,0.8486238532110092,0.7356944407483781
0.02,0.8300000000000001,0.5080740615144287,0.8440366972477065,0.7454511721877727
0.02,0.84,0.5189636561196196,0.8256880733944955,0.73840392164019
0.02,0.85,0.5428319896209807,0.8256880733944955,0.7477602637416106
0.02,0.86,0.5530766379390234,0.7935779816513762,0.7300836694758722
0.02,0.87,0.5795107033639145,0.7889908256880734,0.7357960702159937
0.02,0.88,0.5981250910149993,0.7889908256880734,0.7416572627096406
0.02,0.89,0.6128695208970439,0.7614678899082569,0.726250090596294
0.02,0.9,0.6213666812290666,0.7614678899082569,0.7286114932135224
0.02,0.91,0.6255570117955439,0.7431192660550459,0.7161998741783243
0.02,0.92,0.6249235474006117,0.7064220183486238,0.6884649916517611
0.02,0.93,0.6269113149847095,0.7064220183486238,0.6889463071430442
0.02,0.9400000000000001,0.6429663608562692,0.6972477064220184,0.6856703941778736
0.02,0.9500000000000001,0.6516819571865443,0.6834862385321101,0.6768794378250426
0.02,0.96,0.6781345565749235,0.6651376146788991,0.6676969943641733
0.02,0.97,0.6896024464831804,0.6513761467889908,0.6586785699592711
0.02,0.98,0.6926605504587156,0.6422018348623854,0.6516967544638453
0.02,0.99,0.6880733944954128,0.6238532110091743,0.6357199840446749
0.02,1.0,0.6880733944954128,0.6055045871559633,0.6203940442171756
0.03,0.0,0.0015369336990447347,1.0,0.007637713855987958
0.03,0.01,0.0015400192204037355,1.0,0.007652953321188744
0.03,0.02,0.0015419398394264407,1.0,0.007662439116568139
0.03,0.03,0.001543806272355528,1.0,0.007671657152054827
0.03,0.04,0.0015464859638782895,1.0,0.007684891511962736
0.03,0.05,0.0015503835774560446,1.0,0.007704140396284959
0.03,0.06,0.0015555414121361832,1.0,0.0077296121335867374
0.03,0.07,0.0015624971759137984,1.0,0.0077639612097126715
0.03,0.08,0.0015702862650268943,1.0,0.007802423173362236
0.03,0.09,0.0015810040098916231,1.0,0.007855342735999362
0.03,0.1,0.001594070303045928,1.0,0.00791985230974375
0.03,0.11,0.0016103997622581663,1.0,0.008000463036204991
0.03,0.12,0.0016312530142180905,1.0,0.008103390351346374
0.03,0.13,0.0016553104272591598,1.0,0.008222111548375344
0.03,0.14,0.0016851770292737485,1.0,0.008369468998753073
0.03,0.15,0.0017195153396039906,1.0,0.008538845991361305
0.03,0.16,0.0017635897096904595,1.0,0.008756179317490176
0.03,0.17,0.0018136582743164414,1.0,0.009002978068909538
0.03,0.18,0.0018717223427298733,1.0,0.009289065507832997
0.03,0.19,0.0019399375975070535,1.0,0.009625000387028005
0.03,0.2,0.002018721039203649,1.0,0.010012753372444996
0.03,0.21,0.0021126531051347767,1.0,0.010474747494395732
0.03,0.22,0.0022279897434798685,1.0,0.01104154690437891
0.03,0.23,0.0023546320426146143,1.0,0.011663309008614672
0.03,0.24,0.0024962480135679588,1.0,0.012357847063106766
0.03,0.25,0.00266666305948357,1.0,0.013192594479983773
0.03,0.26,0.002861049167762774,1.0,0.014143386146162567
0.03,0.27,0.0030912747714053235,1.0,0.015267588611052452
0.03,0.28,0.0033576909536309494,1.0,0.016565961255175923
0.03,0.29,0.0036580134031074514,1.0,0.018026305152117453
0.03,0.3,0.0040131016680395645,1.0,0.019748497428314447
0.03,0.31,0.00440474913340987,1.0,0.02164242780654627
0.03,0.32,0.004858450855235246,1.0,0.023829163006620017
0.03,0.33,0.005397757638270417,1.0,0.02641838796953861
0.03,0.34,0.006013564009419039,1.0,0.02936154981029537
0.03,0.35000000000000003,0.00669743574321284,1.0,0.0326134721789382
0.03,0.36,0.0074703889383709,1.0,0.03626819461246397
0.03,0.37,0.008450496887349713,1.0,0.040870964600200656
0.03,0.38,0.009590311438754563,1.0,0.046180033576759746
0.03,0.39,0.010822575424750194,1.0,0.05186751667836653
0.03,0.4,0.012274440521373393,1.0,0.058499984295901676
0.03,0.41000000000000003,0.013747908129184284,1.0,0.06515647947077995
0.03,0.42,0.015560767659790867,1.0,0.07324485369637564
0.03,0.43,0.01781802410535839,1.0,0.08316292454960417
0.03,0.44,0.020180582022090523,1.0,0.09336617509229679
0.03,0.45,0.022760026524967523,1.0,0.10430426158359825
0.03,0.46,0.02526935401224112,1.0,0.11474830762997595
0.03,0.47000000000000003,0.028431206476306793,1.0,0.12764017562955068
0.03,0.48,0.03206712306703893,1.0,0.14210767776814567
0.03,0.49,0.035898290429506104,1.0,0.15695393970166788
0.03,0.5,0.03909845947788784,1.0,0.16905338906206777
0.03,0.51,0.04450473917775506,1.0,0.18889653228505945
0.03,0.52,0.049148449740706,1.0,0.20536814490977048
0.03,0.53,0.05459534027918065,1.0,0.22404865184879635
0.03,0.54,0.06119620180255318,1.0,0.24581036596881717
0.03,0.55,0.06873250982456697,0.9908256880733946,0.26901689981427684
0.03,0.56,0.07786083298260091,0.9908256880733946,0.29620037115575476
0.03,0.5700000000000001,0.08747722705249349,0.981651376146789,0.32244931501192836
0.03,0.58,0.09544346488715637,0.981651376146789,0.3435912956492518
0.03,0.59,0.10247931717975173,0.981651376146789,0.3614588583439534
0.03,0.6,0.117733294920513,0.981651376146789,0.39781866918952496
0.03,0.61,0.13064558185256234,0.9770642201834863,0.4255973641189373
0.03,0.62,0.13909382296463577,0.9770642201834863,0.4431332197978372
0.03,0.63,0.14824706423188588,0.9678899082568807,0.45963496895287265
0.03,0.64,0.16445570898258435,0.9541284403669725,0.48671405714392374
0.03,0.65,0.1871618704934331,0.9541284403669725,0.5243686536998543
0.03,0.66,0.20179434308180502,0.9541284403669725,0.5465766377759348
0.03,0.67,0.21632997271167534,0.9357798165137615,0.5619822748936903
0.03,0.68,0.22656233328161385,0.9357798165137615,0.5754861661896293
0.03,0.6900000000000001,0.23660562938061847,0.9311926605504587,0.5867161389009494
0.03,0.7000000000000001,0.24463893182484567,0.9174311926605505,0.5918801037931586
0.03,0.71,0.25369422560723526,0.9036697247706422,0.5975036985132168
0.03,0.72,0.28455632567580363,0.9036697247706422,0.6296722726812435
0.03,0.73,0.30504431408370963,0.9036697247706422,0.6489622694178094
0.03,0.74,0.329825258356356,0.8944954128440367,0.6663376416946992
0.03,0.75,0.34964399679226105,0.8807339449541285,0.675518788130599
0.03,0.76,0.35776851544113736,0.8761467889908257,0.6792972070773855
0.03,0.77,0.37219153595300386,0.8761467889908257,0.6894427583181848
0.03,0.78,0.39403502807065705,0.8761467889908257,0.7038991327131001
0.03,0.79,0.42121856976147326,0.8623853211009175,0.7130264844550618
0.03,0.8,0.4419560891228459,0.8532110091743119,0.7193374911129128
0.03,0.81,0.4643646146681766,0.8532110091743119,0.7308176194210849
0.03,0.8200000000000001,0.4851528440977984,0.8486238532110092,0.7380379244909931
0.03,0.8300000000000001,0.5077682511168752,0.8440366972477065,0.7453194523051694
0.03,0.84,0.5204927081073872,0.8256880733944955,0.7390217272601215
0.03,0.85,0.5549810026874249,0.8256880733944955,0.7522973744180707
0.03,0.86,0.5634232230562507,0.8211009174311926,0.7522899973010794
0.03,0.87,0.5840978593272173,0.7889908256880734,0.737266378211458
0.03,0.88,0.6027122469783021,0.7889908256880734,0.743059748451175
0.03,0.89,0.6136340468909277,0.7706422018348624,0.7331257932449529
0.03,0.9,0.629521625163827,0.7522935779816514,0.7240520435299097
0.03,0.91,0.6266273481869812,0.7477064220183486,0.7198866318664624
0.03,0.92,0.6241590214067279,0.7155963302752294,0.6952266327550186
0.03,0.93,0.6314984709480124,0.7064220183486238,0.690047998055775
0.03,0.9400000000000001,0.6429663608562692,0.6880733944954128,0.6785526791400589
0.03,0.9500000000000001,0.6605504587155964,0.6834862385321101,0.678772540335337
0.03,0.96,0.6827217125382262,0.6697247706422018,0.6722844201702858
0.03,0.97,0.6896024464831804,0.6513761467889908,0.6586785699592711
0.03,0.98,0.6957186544342507,0.6513761467889908,0.6597866135106653
0.03,0.99,0.6850152905198776,0.6192660550458715,0.6313864193458135
0.03,1.0,0.6880733944954128,0.6055045871559633,0.6203940442171756
0.04,0.0,0.0015369336990447347,1.0,0.007637713855987958
0.04,0.01,0.0015400800805913453,1.0,0.007653253907378877
0.04,0.02,0.001541939878997834,1.0,0.007662439312006834
0.04,0.03,0.0015438209998540461,1.0,0.00767172988844229
0.04,0.04,0.0015464383860297145,1.0,0.007684656538728795
0.04,0.05,0.0015502774186083774,1.0,0.007703616124563733
0.04,0.06,0.0015554590825377428,1.0,0.0077292055607277735
0.04,0.07,0.0015623804524919965,1.0,0.00776338481971003
0.04,0.08,0.0015704461582861462,1.0,0.00780321268986637
0.04,0.09,0.0015810159813689436,1.0,0.007855401843426589
0.04,0.1,0.0015943573551076226,1.0,0.007921269438772131
0.04,0.11,0.001610857886456935,1.0,0.008002724425270323
0.04,0.12,0.001632200087633573,1.0,0.008108064503793344
0.04,0.13,0.0016572643924695253,1.0,0.008231753196506953
0.04,0.14,0.0016868066403866217,1.0,0.008377508255710603
0.04,0.15,0.0017216284067695562,1.0,0.00854926738748235
0.04,0.16,0.0017662650223079003,1.0,0.0087693689926617
0.04,0.17,0.0018175699946779507,1.0,0.00902225564878358
0.04,0.18,0.00187642013773271,1.0,0.009312206243376383
0.04,0.19,0.001947263439601773,1.0,0.00966106663065911
